Title,Platforms,Publisher,Genre,Total_Sales,USA_Sales,EUR_Sales,Japan_Sales,Rating,Year
WarioWare: Smooth Moves    Read the review,Wii,Nintendo,Puzzle,2.9,0.86,1.05,0.73,2.4,2007
Tetris DS,DS,Nintendo,Puzzle,2.1,0.63,0.05,1.35,2.5,2006
Tetris DX,GBC,Nintendo,Puzzle,1.9,1.06,0.6,0.2,2.8,1998
Yoshi,NES,Nintendo,Puzzle,1.8,0.7,0.13,0.91,2.4,1992
Super Monkey Ball 2,GC,Sega,Puzzle,1.5,1.11,0.31,0.06,3.9,2002
Captain Toad: Treasure Tracker,WiiU,Nintendo,Puzzle,1.4,0.64,0.46,0.2,3.6,2014
Gyromite,NES,Nintendo,Puzzle,1.3,0.73,0.16,0.4,3.4,1985
Tetris 2,GB,Nintendo,Puzzle,1.2,0.56,0.22,0.43,2.3,1993
"WarioWare, Inc.: Mega MicroGame$",GBA,Nintendo,Puzzle,1.2,0.4,0.11,0.7,3.9,2003
Pac-Man,NES,Namco,Puzzle,1.2,0.27,0.08,0.85,3.4,1993
Mario vs. Donkey Kong 2: March of the Minis,DS,Nintendo,Puzzle,1.2,0.73,0.03,0.36,2.8,2006
Qix,GB,Nintendo,Puzzle,1.2,0.51,0.2,0.41,3.8,1990
Yoshi's Cookie,NES,Nintendo,Puzzle,1.1,0.41,0.06,0.63,2.9,1993
Clu Clu Land,NES,Nintendo,Puzzle,0.8,0.42,0.1,0.28,3.9,1985
Tetris Party Deluxe,DS,Majesco,Puzzle,0.8,0.28,0.3,0.12,2.5,2010
WarioWare: Twisted!,GBA,Nintendo,Puzzle,0.7,0.16,0.06,0.5,3.1,2005
Katamari Damacy,PS2,Namco,Puzzle,0.7,0.47,0.02,0.17,3.3,2004
"WarioWare, Inc.: Mega Party Game$",GC,Nintendo,Puzzle,0.7,0.2,0.05,0.44,2.3,2004
Tetris Party Deluxe,Wii,Majesco,Puzzle,0.6,0.33,0.16,0.02,2.1,2010
Puyo Puyo Tetris    Read the review,NS,Sega,Puzzle,0.6,0.22,0.18,0.12,3.9,2017
Picross 3D    Read the review,DS,Nintendo,Puzzle,0.5,0.28,0.03,0.16,3.4,2010
Mario Kart DS,DS,Nintendo,Racing,23.3,9.71,7.51,4.13,9.2,2005
Gran Turismo 3: A-Spec,PS2,Sony Computer Entertainment,Racing,15,6.85,5.09,1.87,9.3,2001
Gran Turismo 4,PS2,Sony Computer Entertainment,Racing,11.7,3.01,0.01,1.1,9.3,2005
Gran Turismo 5    Read the review,PS3,Sony Computer Entertainment,Racing,10.8,2.96,4.87,0.81,8.4,2010
Gran Turismo 2,PS,Sony Computer Entertainment,Racing,9.5,3.88,3.42,1.69,8.5,1999
Mario Kart 8    Read the review,WiiU,Nintendo,Racing,7.7,3.22,2.55,1.39,7.4,2014
Mario Kart: Double Dash!!,GC,Nintendo,Racing,7,4.12,1.77,0.87,7,2003
Forza Motorsport 3,X360,Microsoft Game Studios,Racing,5.5,2.99,1.9,0.1,5,2009
Diddy Kong Racing,N64,Nintendo,Racing,4.9,2.91,0.99,0.89,4,1997
Need for Speed: Most Wanted,PS2,Electronic Arts,Racing,4.4,2.03,1.79,0.08,2.7,2005
Excitebike,NES,Nintendo,Racing,4.2,2.04,0.48,1.57,4,1985
Forza Horizon 3    Read the review,XOne,Microsoft Studios,Racing,3.9,1.64,1.96,0.02,2.2,2016
Gran Turismo Sport,PS4,Sony Interactive Entertainment,Racing,3.8,0.63,2.35,0.24,3.9,2017
F-1 Race,GB,Nintendo,Racing,3.4,1.73,0.69,0.59,3.7,1991
Wave Race 64,N64,Nintendo,Racing,2.9,1.98,0.58,0.34,3.4,1996
Colin McRae Rally,PS,Sony Computer Entertainment,Racing,2.9,0.09,2.43,0.12,3,2000
Gran Turismo (PSP),PSN,Sony Computer Entertainment,Racing,2.8,0.43,0.91,0.31,2.4,2009
Need for Speed: Most Wanted (2012),PS3,Electronic Arts,Racing,2.7,0.71,1.52,0.06,3.5,2012
Midnight Club: Street Racing,PS2,Rockstar Games,Racing,2.6,2,0.47,0.02,2.3,2000
Midnight Club: Los Angeles,PS3,Rockstar Games,Racing,2.5,1.59,0.54,0.05,2.5,2008
Forza Motorsport 5,XOne,Microsoft Studios,Racing,2.4,1.28,0.9,0.01,2.9,2013
Driveclub    Read the review,PS4,Sony Computer Entertainment,Racing,2.4,0.37,1.63,0.02,3.7,2014
Need for Speed: Hot Pursuit,X360,Electronic Arts,Racing,2.2,1.03,0.96,0,2.4,2010
Project Gotham Racing,XB,Microsoft,Racing,2.1,1.37,0.61,0.05,3.6,2001
Need for Speed: Most Wanted 5-1-0,PSP,Electronic Arts,Racing,2.1,1.77,0.13,0.02,3.2,2005
R4: Ridge Racer Type 4,PS,Namco,Racing,2.1,0.68,0.46,0.79,3.5,1999
Need for Speed: ProStreet,X360,Electronic Arts,Racing,2,1.04,0.79,0.01,3.4,2007
PGR4 - Project Gotham Racing 4,X360,Microsoft Game Studios,Racing,2,0.48,1.28,0.02,3.5,2007
Need for Speed: The Run,PS3,Electronic Arts,Racing,2,0.58,1.05,0.03,3.5,2011
Forza Horizon,X360,Microsoft Studios,Racing,1.9,0.82,0.94,0.04,3.3,2012
Jet Moto,PS,Sony Computer Entertainment,Racing,1.8,1.33,0.4,0.03,2.1,1996
The Crew,PS4,Ubisoft,Racing,1.8,0.44,1.04,0.03,2.9,2014
Need for Speed: Undercover    Read the review,X360,Electronic Arts,Racing,1.7,0.8,0.7,0.01,2.6,2008
Kirby Air Ride,GC,Nintendo,Racing,1.6,1.01,0.11,0.45,2.6,2003
Forza Horizon 2,XOne,Microsoft Studios,Racing,1.5,0.56,0.79,0.01,3.7,2014
Ridge Racer,PSP,Namco,Racing,1.4,0.36,0.45,0.32,3.8,2005
Need for Speed: Undercover,PS2,Electronic Arts,Racing,1.4,0.38,0.08,0.03,3.4,2008
Ridge Racer 7,PS3,Namco Bandai,Racing,1.4,0.24,0.7,0.16,2.9,2006
MotorStorm: Pacific Rift    Read the review,PS3,Sony Computer Entertainment,Racing,1.4,0.43,0.66,0.02,2.8,2008
F1 2010,PS3,Codemasters,Racing,1.3,0.25,0.75,0.08,3.4,2010
TOCA 2 Touring Car Championship,PS,Codemasters,Racing,1.3,0.03,1.16,0.02,3.9,1999
Project CARS    Read the review,PS4,Bandai Namco Games,Racing,1.3,0.29,0.76,0.04,2.1,2015
Need for Speed Rivals,PS3,Electronic Arts,Racing,1.3,0.33,0.69,0.05,2.7,2013
Cars 2,DS,Disney Interactive Studios,Racing,1.2,0.68,0.41,0.04,3.6,2011
Ridge Racer V,PS2,Namco,Racing,1.2,0.24,0.19,0.75,3.2,2000
Need for Speed Underground 2,GC,Electronic Arts,Racing,1.1,0.7,0.39,0.01,2.5,2004
ModNation Racers    Read the review,PS3,Sony Computer Entertainment,Racing,1.1,0.5,0.4,0.06,2.1,2010
Need for Speed: Most Wanted (2012),PSV,Electronic Arts,Racing,1.1,0.33,0.53,0.01,3.4,2012
F-Zero X,N64,Nintendo,Racing,1.1,0.45,0.33,0.29,2.7,1998
GRID    Read the review,PS3,Codemasters,Racing,1.1,0.31,0.57,0.03,2.6,2008
Ridge Racer Revolution,PS,Namco,Racing,1.1,0.17,0.12,0.71,3.7,1996
F-Zero: Maximum Velocity,GBA,Nintendo,Racing,1,0.39,0.16,0.37,2.3,2001
MotorStorm: Arctic Edge    Read the review,PSP,Sony Computer Entertainment,Racing,1,0.16,0.58,0,3.2,2009
F1 2012,PS3,Codemasters,Racing,1,0.12,0.65,0.05,2.9,2012
Excitebike 64,N64,Nintendo,Racing,1,0.65,0.15,0.19,2.8,2000
Mario Kart DS,DS,Nintendo,Racing,23.3,9.71,7.51,4.13,9.8,2005
Gran Turismo 3: A-Spec,PS2,Sony Computer Entertainment,Racing,15,6.85,5.09,1.87,8.8,2001
Gran Turismo 4,PS2,Sony Computer Entertainment,Racing,11.7,3.01,0.01,1.1,9,2005
Gran Turismo 5    Read the review,PS3,Sony Computer Entertainment,Racing,10.8,2.96,4.87,0.81,9.3,2010
Gran Turismo 2,PS,Sony Computer Entertainment,Racing,9.5,3.88,3.42,1.69,8.2,1999
Mario Kart 8    Read the review,WiiU,Nintendo,Racing,7.7,3.22,2.55,1.39,8.8,2014
Mario Kart: Double Dash!!,GC,Nintendo,Racing,7,4.12,1.77,0.87,5,2003
Forza Motorsport 3,X360,Microsoft Game Studios,Racing,5.5,2.99,1.9,0.1,4.5,2009
Diddy Kong Racing,N64,Nintendo,Racing,4.9,2.91,0.99,0.89,4.2,1997
Need for Speed: Most Wanted,PS2,Electronic Arts,Racing,4.4,2.03,1.79,0.08,3.5,2005
Excitebike,NES,Nintendo,Racing,4.2,2.04,0.48,1.57,2.5,1985
Forza Horizon 3    Read the review,XOne,Microsoft Studios,Racing,3.9,1.64,1.96,0.02,3.5,2016
Gran Turismo Sport,PS4,Sony Interactive Entertainment,Racing,3.8,0.63,2.35,0.24,3.3,2017
F-1 Race,GB,Nintendo,Racing,3.4,1.73,0.69,0.59,2.3,1991
Wave Race 64,N64,Nintendo,Racing,2.9,1.98,0.58,0.34,2.4,1996
Colin McRae Rally,PS,Sony Computer Entertainment,Racing,2.9,0.09,2.43,0.12,2.9,2000
Gran Turismo (PSP),PSN,Sony Computer Entertainment,Racing,2.8,0.43,0.91,0.31,2.6,2009
Need for Speed: Most Wanted (2012),PS3,Electronic Arts,Racing,2.7,0.71,1.52,0.06,2.6,2012
Midnight Club: Street Racing,PS2,Rockstar Games,Racing,2.6,2,0.47,0.02,2.7,2000
Midnight Club: Los Angeles,PS3,Rockstar Games,Racing,2.5,1.59,0.54,0.05,3,2008
Forza Motorsport 5,XOne,Microsoft Studios,Racing,2.4,1.28,0.9,0.01,2.8,2013
Driveclub    Read the review,PS4,Sony Computer Entertainment,Racing,2.4,0.37,1.63,0.02,2.7,2014
Need for Speed: Hot Pursuit,X360,Electronic Arts,Racing,2.2,1.03,0.96,0,2.8,2010
Project Gotham Racing,XB,Microsoft,Racing,2.1,1.37,0.61,0.05,3.9,2001
Need for Speed: Most Wanted 5-1-0,PSP,Electronic Arts,Racing,2.1,1.77,0.13,0.02,3.1,2005
R4: Ridge Racer Type 4,PS,Namco,Racing,2.1,0.68,0.46,0.79,2.4,1999
Need for Speed: ProStreet,X360,Electronic Arts,Racing,2,1.04,0.79,0.01,3.1,2007
PGR4 - Project Gotham Racing 4,X360,Microsoft Game Studios,Racing,2,0.48,1.28,0.02,2.1,2007
Need for Speed: The Run,PS3,Electronic Arts,Racing,2,0.58,1.05,0.03,2.7,2011
Forza Horizon,X360,Microsoft Studios,Racing,1.9,0.82,0.94,0.04,3.2,2012
Jet Moto,PS,Sony Computer Entertainment,Racing,1.8,1.33,0.4,0.03,3.6,1996
The Crew,PS4,Ubisoft,Racing,1.8,0.44,1.04,0.03,3.7,2014
Need for Speed: Undercover    Read the review,X360,Electronic Arts,Racing,1.7,0.8,0.7,0.01,2.1,2008
Kirby Air Ride,GC,Nintendo,Racing,1.6,1.01,0.11,0.45,2.5,2003
Forza Horizon 2,XOne,Microsoft Studios,Racing,1.5,0.56,0.79,0.01,2.5,2014
Ridge Racer,PSP,Namco,Racing,1.4,0.36,0.45,0.32,2.2,2005
Need for Speed: Undercover,PS2,Electronic Arts,Racing,1.4,0.38,0.08,0.03,3.6,2008
Ridge Racer 7,PS3,Namco Bandai,Racing,1.4,0.24,0.7,0.16,2.1,2006
MotorStorm: Pacific Rift    Read the review,PS3,Sony Computer Entertainment,Racing,1.4,0.43,0.66,0.02,3.1,2008
F1 2010,PS3,Codemasters,Racing,1.3,0.25,0.75,0.08,3.1,2010
TOCA 2 Touring Car Championship,PS,Codemasters,Racing,1.3,0.03,1.16,0.02,3.3,1999
Project CARS    Read the review,PS4,Bandai Namco Games,Racing,1.3,0.29,0.76,0.04,3.8,2015
Need for Speed Rivals,PS3,Electronic Arts,Racing,1.3,0.33,0.69,0.05,2.4,2013
Cars 2,DS,Disney Interactive Studios,Racing,1.2,0.68,0.41,0.04,3.9,2011
Ridge Racer V,PS2,Namco,Racing,1.2,0.24,0.19,0.75,2.2,2000
Need for Speed Underground 2,GC,Electronic Arts,Racing,1.1,0.7,0.39,0.01,2.7,2004
ModNation Racers    Read the review,PS3,Sony Computer Entertainment,Racing,1.1,0.5,0.4,0.06,3,2010
Need for Speed: Most Wanted (2012),PSV,Electronic Arts,Racing,1.1,0.33,0.53,0.01,2.2,2012
F-Zero X,N64,Nintendo,Racing,1.1,0.45,0.33,0.29,2.6,1998
GRID    Read the review,PS3,Codemasters,Racing,1.1,0.31,0.57,0.03,2,2008
Ridge Racer Revolution,PS,Namco,Racing,1.1,0.17,0.12,0.71,2.5,1996
F-Zero: Maximum Velocity,GBA,Nintendo,Racing,1,0.39,0.16,0.37,2.9,2001
MotorStorm: Arctic Edge    Read the review,PSP,Sony Computer Entertainment,Racing,1,0.16,0.58,0,3.8,2009
F1 2012,PS3,Codemasters,Racing,1,0.12,0.65,0.05,2.3,2012
Excitebike 64,N64,Nintendo,Racing,1,0.65,0.15,0.19,2.9,2000
Colin McRae Rally 04,PS2,Codemasters,Racing,0.9,0.01,0.71,0.01,3.3,2003
Sonic Riders: Zero Gravity,Wii,Sega,Racing,0.9,0.48,0.32,0.02,4,2008
F1 2010    Read the review,X360,Codemasters,Racing,0.9,0.18,0.59,0.01,2.1,2010
Monster 4x4: World Circuit,Wii,Ubisoft,Racing,0.9,0.8,0,0.01,2.4,2006
Need for Speed: V-Rally,PS,Electronic Arts,Racing,0.9,0.43,0.29,0.09,3.5,1997
The Crew 2,PS4,Ubisoft,Racing,0.8,0.22,0.42,0.05,2.3,2018
Need for Speed Rivals,X360,Electronic Arts,Racing,0.8,0.38,0.35,0.01,4,2013
DiRT 2    Read the review,X360,Codemasters,Racing,0.8,0.32,0.39,0,3.2,2009
F1 2016,PS4,Codemasters,Racing,0.8,0.07,0.56,0.03,3,2017
Need for Speed: Undercover,PSP,Electronic Arts,Racing,0.8,0.23,0.32,0.03,2.5,2008
Need for Speed: Shift,PSP,Electronic Arts,Racing,0.8,0.16,0.38,0.01,2.5,2009
F1 2011    Read the review,X360,Codemasters,Racing,0.7,0.11,0.5,0.01,2.8,2011
DiRT 3    Read the review,X360,Codemasters,Racing,0.7,0.23,0.4,0.01,3.6,2011
Driver: San Francisco,X360,Ubisoft,Racing,0.7,0.25,0.37,0,2.4,2011
Tourist Trophy: The Real Riding Simulator,PS2,Sony Computer Entertainment,Racing,0.7,0.28,0.22,0.11,2.6,2006
F-Zero GX,GC,Nintendo,Racing,0.6,0.41,0.11,0.12,2.5,2003
Need for Speed: Undercover,Wii,Electronic Arts,Racing,0.6,0.27,0.31,0,2.3,2008
Test Drive Unlimited 2    Read the review,PS3,Atari,Racing,0.6,0.16,0.35,0.01,2.6,2011
Mickey's Speedway USA,N64,Nintendo,Racing,0.6,0.37,0.08,0.14,3.2,2000
PGR3 - Project Gotham Racing 3,X360,Microsoft Game Studios,Racing,0.6,0.49,0.03,0.03,3.8,2005
Blur,X360,Activision,Racing,0.6,0.25,0.27,0,2.3,2010
Wreckless: ThE YaKuza MisSiOns,XB,Activision,Racing,0.6,0.42,0.11,0.02,2.6,2002
ModNation Racers    Read the review,PSP,Sony Computer Entertainment,Racing,0.5,0.11,0.27,0.02,2.2,2010
Excite Truck    Read the review,Wii,Nintendo,Racing,0.5,0.39,0.03,0.08,2.7,2006
F1 2018,PS4,Codemasters,Racing,0.5,0.05,0.39,0.01,3.4,2018
Sonic & Sega All-Stars Racing Transformed,PS3,Sega,Racing,0.5,0.08,0.33,0.02,3.3,2012
Pok̩mon Gold / Silver Version,GB,Nintendo,Role-Playing,23.1,9,6.18,7.2,9.3,2000
Pok̩mon X/Y    Read the review,3DS,Nintendo,Role-Playing,16.1,5.68,5.06,4.4,9.8,2013
Pok̩mon Black / White Version    Read the review,DS,Nintendo,Role-Playing,15.2,5.51,3.2,5.66,8.2,2011
Pok̩mon Yellow: Special Pikachu Edition,GB,Nintendo,Role-Playing,14.6,5.89,5.04,3.12,9,1999
Pok̩mon Heart Gold / Soul Silver Version    Read the review,DS,Nintendo,Role-Playing,11.8,4.34,2.72,3.96,8.7,2010
Final Fantasy VII,PS,Sony Computer Entertainment,Role-Playing,9.7,3.01,2.47,3.28,8.3,1997
Fallout 4,PS4,Bethesda Softworks,Role-Playing,8.5,2.91,3.97,0.27,8.9,2015
Final Fantasy X,PS2,Square,Role-Playing,8,2.91,2.07,2.73,6.7,2001
Pok̩mon Platinum Version,DS,Nintendo,Role-Playing,7.7,2.76,1.73,2.69,7,2009
The Elder Scrolls V: Skyrim,PS3,Bethesda Softworks,Role-Playing,6.5,2.57,2.68,0.25,6.7,2011
Kingdom Hearts,PS2,Square EA,Role-Playing,6.4,3.64,1.2,1.49,4.2,2002
Final Fantasy XII,PS2,Square Enix,Role-Playing,6,1.88,0,2.33,4.5,2006
Monster Hunter Freedom Unite,PSP,Capcom,Role-Playing,5.5,0.47,0.57,4.13,3.3,2009
Final Fantasy XIII    Read the review,PS3,Square Enix,Role-Playing,5.4,1.75,1.23,1.87,4.3,2010
Final Fantasy X-2,PS2,Square Enix,Role-Playing,5.3,1.92,1.08,2.11,3.6,2003
Dragon Quest VIII: Journey of the Cursed King,PS2,Square Enix,Role-Playing,5.2,0.65,0.75,3.61,4.3,2005
Final Fantasy XV,PS4,Square Enix,Role-Playing,5.1,1.81,1.53,1.05,3.4,2016
Fallout 3    Read the review,X360,Bethesda Softworks,Role-Playing,5,3.41,0.99,0.09,4.7,2008
The Elder Scrolls IV: Oblivion    Read the review,X360,Take-Two Interactive,Role-Playing,4.5,2.89,1.03,0.13,3,2009
Fable II    Read the review,X360,Microsoft Game Studios,Role-Playing,4.3,2.51,1.24,0.11,2.2,2008
Fallout 3    Read the review,PS3,Bethesda Softworks,Role-Playing,4,2.18,1.15,0.07,3.1,2008
Monster Hunter 4 Ultimate,3DS,Capcom,Role-Playing,4,0.72,0.49,2.63,3,2015
Mario & Luigi: Bowser's Inside Story    Read the review,DS,Nintendo,Role-Playing,3.8,2.23,0.47,0.81,3.2,2009
The Elder Scrolls V: Skyrim Special Edition,PS4,Bethesda Softworks,Role-Playing,3.4,1.24,1.5,0.08,2.4,2016
The Elder Scrolls IV: Oblivion    Read the review,PS3,Bethesda Softworks,Role-Playing,3.1,1.69,0.86,0.14,3.6,2007
Bloodborne    Read the review,PS4,Sony Computer Entertainment,Role-Playing,3.1,1.3,1.05,0.28,2,2015
Mass Effect 3    Read the review,X360,Electronic Arts,Role-Playing,3,1.94,0.84,0.03,2.7,2012
Mass Effect    Read the review,X360,Microsoft Game Studios,Role-Playing,2.9,1.83,0.79,0.03,3.1,2007
Diablo III: Ultimate Evil Edition,PS4,Blizzard Entertainment,Role-Playing,2.8,0.83,1.48,0.08,3.6,2014
Final Fantasy XIII-2    Read the review,PS3,Square Enix,Role-Playing,2.7,0.78,0.75,0.89,3.6,2012
Dragon Age: Origins    Read the review,X360,Electronic Arts,Role-Playing,2.6,1.76,0.55,0.03,3,2009
Yokai Watch,3DS,Nintendo,Role-Playing,2.6,0.44,0.68,1.34,2.4,2015
Final Fantasy Tactics,PS,Sony Computer Entertainment,Role-Playing,2.4,0.93,0.12,1.34,2.9,1998
Yokai Watch Blasters: Red Cat Corps / White Dog Squad,3DS,Nintendo,Role-Playing,2.4,0.07,0.05,2.3,3.5,2018
Paper Mario: Sticker Star    Read the review,3DS,Nintendo,Role-Playing,2.4,1.12,0.49,0.64,3.2,2012
Mario & Luigi: Dream Team    Read the review,3DS,Nintendo,Role-Playing,2.3,0.95,0.75,0.47,2.6,2013
Pok̩mon Ranger: Shadows of Almia,DS,Nintendo,Role-Playing,2.3,0.94,0.54,0.62,3.1,2008
Monster Hunter Tri    Read the review,Wii,Capcom,Role-Playing,2.2,0.65,0.41,1.05,3.9,2010
Mario & Luigi: Superstar Saga,GBA,Nintendo,Role-Playing,2.2,1.48,0.17,0.47,2.4,2003
Fire Emblem: Awakening    Read the review,3DS,Nintendo,Role-Playing,2.1,0.9,0.5,0.56,3.7,2013
Kingdom Hearts: Birth by Sleep    Read the review,PSP,Square Enix,Role-Playing,2.1,0.63,0.42,0.75,3.8,2010
Dark Souls    Read the review,PS3,Namco Bandai,Role-Playing,2,0.75,0.53,0.54,2.5,2011
Pok̩mon Mystery Dungeon: Blue Rescue Team,DS,Nintendo,Role-Playing,2,1.15,0.05,0.83,2.6,2006
Fire Emblem Fates,3DS,Nintendo,Role-Playing,2,0.99,0.31,0.53,2.4,2016
Chrono Cross,PS,Square EA,Role-Playing,1.9,0.62,0.42,0.69,2.5,2000
Secret of Mana,SNES,Square,Role-Playing,1.8,0.25,0.07,1.49,4,1993
Demon's Souls    Read the review,PS3,Atlus,Role-Playing,1.8,0.97,0.34,0.35,2.9,2009
Final Fantasy II,SNES,Square,Role-Playing,1.8,0.24,0.09,1.33,3.1,1991
Dragon's Dogma    Read the review,PS3,Capcom,Role-Playing,1.8,0.41,0.48,0.72,3.2,2012
Kingdom Hearts HD I.5 + II.5 ReMIX,PS4,Square Enix,Role-Playing,1.8,0.75,0.51,0.23,2.7,2017
The Witcher 3: Wild Hunt,XOne,Warner Bros. Interactive Entertainment,Role-Playing,1.7,0.97,0.61,0.01,3.5,2015
Star Ocean: Till The End of Time,PS2,Square Enix,Role-Playing,1.7,0.8,0.21,0.55,3.1,2004
Dragon Quest IV: Chapters of the Chosen    Read the review,DS,Square Enix,Role-Playing,1.6,0.3,0.02,1.27,2.1,2008
Kingdom Hearts 3D: Dream Drop Distance    Read the review,3DS,Square Enix,Role-Playing,1.6,0.88,0.27,0.34,2.4,2012
Pok̩mon Battle Revolution,Wii,Nintendo,Role-Playing,1.6,0.78,0.37,0.3,3.6,2007
Pok̩mon Mystery Dungeon: Explorers of Sky,DS,Nintendo,Role-Playing,1.6,0.57,0.43,0.44,2.6,2009
Ni no Kuni: Wrath of the White Witch    Read the review,PS3,Namco Bandai Games,Role-Playing,1.5,0.6,0.51,0.21,2.2,2013
Final Fantasy: Crystal Chronicles,GC,Nintendo,Role-Playing,1.5,0.72,0.38,0.36,3.2,2004
Mass Effect 3,PS3,Electronic Arts,Role-Playing,1.5,0.65,0.58,0.03,3.4,2012
Bravely Default: Flying Fairy    Read the review,3DS,Nintendo,Role-Playing,1.4,0.5,0.34,0.49,3.8,2014
Xenoblade Chronicles 2,NS,Nintendo,Role-Playing,1.4,0.55,0.52,0.24,2.9,2017
Paper Mario,N64,Nintendo,Role-Playing,1.4,0.58,0.18,0.59,3,2001
SaGa Frontier,PS,Sony Computer Entertainment,Role-Playing,1.4,0.15,0.04,1.07,2.7,1998
Chrono Trigger    Read the review,DS,Square Enix,Role-Playing,1.3,0.61,0.17,0.49,3.5,2008
Mega Man Battle Network 4: Red Sun / Blue Moon,GBA,Capcom,Role-Playing,1.3,0.31,0.04,0.96,3.3,2004
Pok̩mon Ranger: Guardian Signs,DS,Nintendo,Role-Playing,1.3,0.5,0.17,0.58,3.2,2010
Digimon World,PS,Bandai,Role-Playing,1.3,0.56,0.38,0.28,2.7,2000
Mario & Luigi: Partners in Time,DS,Nintendo,Role-Playing,1.3,0.74,0.05,0.43,2.9,2005
.hack//Infection Part 1,PS2,Bandai,Role-Playing,1.3,0.49,0.38,0.26,3,2003
Persona 4 Golden    Read the review,PSV,Atlus,Role-Playing,1.2,0.37,0.29,0.39,2.2,2012
Pok̩mon XD: Gale of Darkness,GC,Nintendo,Role-Playing,1.2,0.71,0.19,0.31,2.7,2005
Final Fantasy IV    Read the review,DS,Square Enix,Role-Playing,1.2,0.51,0.04,0.62,4,2008
Kingdom Hearts HD II.8 Final Chapter Prologue,PS4,Square Enix,Role-Playing,1.2,0.57,0.25,0.2,3.1,2017
Final Fantasy Tactics: The War of the Lions    Read the review,PSP,Square Enix,Role-Playing,1.2,0.45,0.24,0.3,2.3,2007
The Elder Scrolls V: Skyrim,NS,Bethesda Softworks,Role-Playing,1.2,0.67,0.32,0.06,3.9,2017
Final Fantasy XV,XOne,Square Enix,Role-Playing,1.1,0.72,0.3,0.01,2.9,2016
Pok̩mon Gold / Silver Version,GB,Nintendo,Role-Playing,23.1,9,6.18,7.2,9.3,2000
Pok̩mon X/Y    Read the review,3DS,Nintendo,Role-Playing,16.1,5.68,5.06,4.4,9.5,2013
Pok̩mon Black / White Version    Read the review,DS,Nintendo,Role-Playing,15.2,5.51,3.2,5.66,9.5,2011
Pok̩mon Yellow: Special Pikachu Edition,GB,Nintendo,Role-Playing,14.6,5.89,5.04,3.12,8.4,1999
Pok̩mon Heart Gold / Soul Silver Version    Read the review,DS,Nintendo,Role-Playing,11.8,4.34,2.72,3.96,9,2010
Final Fantasy VII,PS,Sony Computer Entertainment,Role-Playing,9.7,3.01,2.47,3.28,9.5,1997
Fallout 4,PS4,Bethesda Softworks,Role-Playing,8.5,2.91,3.97,0.27,7.8,2015
Final Fantasy X,PS2,Square,Role-Playing,8,2.91,2.07,2.73,7.8,2001
Pok̩mon Platinum Version,DS,Nintendo,Role-Playing,7.7,2.76,1.73,2.69,6.6,2009
The Elder Scrolls V: Skyrim,PS3,Bethesda Softworks,Role-Playing,6.5,2.57,2.68,0.25,6.7,2011
Kingdom Hearts,PS2,Square EA,Role-Playing,6.4,3.64,1.2,1.49,4.8,2002
Final Fantasy XII,PS2,Square Enix,Role-Playing,6,1.88,0,2.33,5.8,2006
Monster Hunter Freedom Unite,PSP,Capcom,Role-Playing,5.5,0.47,0.57,4.13,4.7,2009
Final Fantasy XIII    Read the review,PS3,Square Enix,Role-Playing,5.4,1.75,1.23,1.87,4,2010
Final Fantasy X-2,PS2,Square Enix,Role-Playing,5.3,1.92,1.08,2.11,3.9,2003
Dragon Quest VIII: Journey of the Cursed King,PS2,Square Enix,Role-Playing,5.2,0.65,0.75,3.61,4.6,2005
Final Fantasy XV,PS4,Square Enix,Role-Playing,5.1,1.81,1.53,1.05,3.9,2016
Fallout 3    Read the review,X360,Bethesda Softworks,Role-Playing,5,3.41,0.99,0.09,4,2008
The Elder Scrolls IV: Oblivion    Read the review,X360,Take-Two Interactive,Role-Playing,4.5,2.89,1.03,0.13,3.8,2009
Fable II    Read the review,X360,Microsoft Game Studios,Role-Playing,4.3,2.51,1.24,0.11,2.4,2008
Fallout 3    Read the review,PS3,Bethesda Softworks,Role-Playing,4,2.18,1.15,0.07,2.2,2008
Monster Hunter 4 Ultimate,3DS,Capcom,Role-Playing,4,0.72,0.49,2.63,2.5,2015
Mario & Luigi: Bowser's Inside Story    Read the review,DS,Nintendo,Role-Playing,3.8,2.23,0.47,0.81,3.8,2009
The Elder Scrolls V: Skyrim Special Edition,PS4,Bethesda Softworks,Role-Playing,3.4,1.24,1.5,0.08,2.8,2016
The Elder Scrolls IV: Oblivion    Read the review,PS3,Bethesda Softworks,Role-Playing,3.1,1.69,0.86,0.14,2,2007
Bloodborne    Read the review,PS4,Sony Computer Entertainment,Role-Playing,3.1,1.3,1.05,0.28,2.8,2015
Mass Effect 3    Read the review,X360,Electronic Arts,Role-Playing,3,1.94,0.84,0.03,3.1,2012
Mass Effect    Read the review,X360,Microsoft Game Studios,Role-Playing,2.9,1.83,0.79,0.03,2,2007
Diablo III: Ultimate Evil Edition,PS4,Blizzard Entertainment,Role-Playing,2.8,0.83,1.48,0.08,3.9,2014
Final Fantasy XIII-2    Read the review,PS3,Square Enix,Role-Playing,2.7,0.78,0.75,0.89,3.5,2012
Dragon Age: Origins    Read the review,X360,Electronic Arts,Role-Playing,2.6,1.76,0.55,0.03,2.2,2009
Yokai Watch,3DS,Nintendo,Role-Playing,2.6,0.44,0.68,1.34,3.7,2015
