Title,Platforms,Publisher,Genre,Total_Sales,USA_Sales,EUR_Sales,Japan_Sales,Rating,Release_Date,Year
X2: Wolverine's Revenge,PS2,Activision,Action,0.64,0.31,0.24,,,14-אפר-03,2003
Onimusha: Dawn of Dreams,PS2,Capcom,Action,0.64,0.15,0.12,0.34,,07-מרץ-06,2006
Up,DS,THQ,Adventure,0.64,0.3,0.27,,,26-מאי-09,2009
Up,DS,THQ,Adventure,0.64,0.3,0.27,,,26-מאי-09,2009
Dragon Ball: Raging Blast 2,X360,Namco Bandai,Fighting,0.64,0.49,0.09,0.01,,02nd Nov 10,2010
Nicktoons Collection: Game Boy Advance Video Volume 1,GBA,Majesco,Misc,0.64,0.46,0.17,,,22nd Jun 04,2004
Rock Band 3,Wii,MTV Games,Misc,0.64,0.53,0.06,,,26-אוק-10,2010
Konami Collector's Series: Arcade Advanced,GBA,Konami,Misc,0.64,0.46,0.17,,,21-מרץ-02,2002
Kung-Fu Master,2600,Activision,Action,0.65,0.6,0.04,,,12-מאי-87,1987
Harry Potter and the Goblet of Fire,PS2,Electronic Arts,Adventure,0.65,0.54,0.02,,,08-נוב-05,2005
Yakuza Zero,PS4,Sega,Adventure,0.65,0.22,0.16,0.19,,24-ינו-17,2017
Harry Potter and the Goblet of Fire,PS2,Electronic Arts,Adventure,0.65,0.54,0.02,,,08-נוב-05,2005
Yakuza Zero,PS4,Sega,Adventure,0.65,0.22,0.16,0.19,,24-ינו-17,2017
Dead or Alive 5,PS3,Tecmo Koei,Fighting,0.65,0.23,0.15,0.21,,17-פבר-15,2015
Scene It? Box Office Smash,X360,Microsoft Game Studios,Misc,0.65,0.33,0.25,,,28-אוק-08,2008
Cartoon Network Block Party / Cartoon Network Speedway Double Pack,GBA,Majesco,Misc,0.65,0.47,0.17,,,25-אפר-05,2005
SingStar R&B,PS2,Sony Computer Entertainment,Misc,0.65,,0.05,,,26-אוק-07,2007
Finding Nemo,XB,THQ,Action,0.66,0.48,0.16,,,09-מאי-03,2003
Keystone Kapers,2600,Activision,Action,0.66,0.62,0.04,,,01-ינו-83,1983
Shrek: Hassle at the Castle,GBA,TDK Mediactive,Action,0.66,0.47,0.17,,,10-אוק-02,2002
Gods Eater Burst,PSP,D3 Publisher,Action,0.66,0.03,0,0.62,,15-מרץ-11,2011
Tomb Raider: Definitive Edition,XOne,Square Enix,Action-Adventure,0.66,0.38,0.22,,,28-ינו-14,2014
Tomb Raider: Definitive Edition,XOne,Square Enix,Action-Adventure,0.66,0.38,0.22,,,28-ינו-14,2014
Strawberry Shortcake: Summertime Adventure,GBA,Majesco,Adventure,0.66,0.47,0.18,,,16-נוב-04,2004
Strawberry Shortcake: Summertime Adventure,GBA,Majesco,Adventure,0.66,0.47,0.18,,,16-נוב-04,2004
Naruto Shippuden: Ultimate Ninja 4,PS2,Namco Bandai,Fighting,0.66,0.26,0.01,0.13,,24-מרץ-09,2009
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou,DS,IE Institute,Misc,0.66,,,0.66,,09-נוב-06,2006
Pro Pinball: Big Race USA,PS,Empire Interactive,Misc,0.66,0.37,0.25,,,26-יול-00,2000
Peppa Pig: Fun and Games,DS,Ubisoft,Misc,0.66,,0.57,,,26-מרץ-10,2010
Um Jammer Lammy,PS,Sony Computer Entertainment,Misc,0.66,0.12,0.08,0.41,,31-יול-99,1999
Taiko no Tatsujin Wii: Super Deluxe Edition,Wii,Namco Bandai Games,Music,0.66,,,0.66,,29-נוב-12,2012
Diablo III: Eternal Collection    Read the review,NS,Blizzard Entertainment,Action,0.67,0.38,0.22,0.01,8,02nd Nov 18,2018
LEGO Marvel Super Heroes 2,NS,Warner Bros. Interactive Entertainment,Action,0.67,0.31,0.29,0.01,,14-נוב-17,2017
Adventures of Tron,2600,Mattel Interactive,Action,0.67,0.63,0.03,,,01-ינו-82,1982
Disney Infinity,WiiU,Disney Interactive Studios,Action-Adventure,0.67,0.37,0.24,,,18-אוג-13,2013
Disney Infinity,WiiU,Disney Interactive Studios,Action-Adventure,0.67,0.37,0.24,,,18-אוג-13,2013
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",GBA,Buena Vista,Adventure,0.67,0.48,0.18,,,14-נוב-05,2005
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",GBA,Buena Vista,Adventure,0.67,0.48,0.18,,,14-נוב-05,2005
Fight Night Round 2004,XB,EA Sports,Fighting,0.67,0.46,0.18,,,05-אפר-04,2004
Zaidan Houjin Nippon Kanji Nouryoko Kentei Kyoukai Kounin: KanKen DS,DS,Rocket Company,Misc,0.67,,,0.67,,28-ספט-06,2006
Country Dance,Wii,GameMill,Misc,0.67,0.58,0.04,,,29-מרץ-11,2011
Star Wars: Masters of Teras Kasi,PS,LucasArts,Action,0.68,0.38,0.26,,,31-אוק-97,1997
Mercenaries: Playground of Destruction,XB,LucasArts,Action,0.68,0.54,0.11,,,10-ינו-05,2005
Disney Tangled,Wii,Disney Interactive Studios,Action,0.68,0.46,0.17,,,23rd Nov 10,2010
Bushido Blade 2,PS,Square EA,Fighting,0.68,0.25,0.17,0.22,,28-פבר-98,1998
King Kong,2600,Tigervision,Action,0.69,0.65,0.04,,,01-ינו-82,1982
Mortal Kombat: Shaolin Monks,PS2,Midway Games,Action,0.69,0.58,0.02,,,16-ספט-05,2005
X-Men Origins: Wolverine - Uncaged Edition    Read the review,X360,Activision,Action,0.69,0.42,0.21,,6.2,01-מאי-09,2009
Shrek the Third    Read the review,X360,Activision,Action,0.69,0.54,0.09,,8.4,15-מאי-07,2007
Yakuza 6: The Song of Life,PS4,Sega,Adventure,0.69,0.16,0.1,0.38,,17-אפר-18,2018
Yakuza 6: The Song of Life,PS4,Sega,Adventure,0.69,0.16,0.1,0.38,,17-אפר-18,2018
Dragon Ball Z: Budokai,GC,Atari,Fighting,0.69,0.53,0.14,,,28-אוק-03,2003
Dragon Ball Z: Budokai,GC,Atari,Fighting,0.69,0.53,0.14,,,28-אוק-03,2003
The Evil Within,XOne,Bethesda Softworks,Misc,0.69,0.36,0.27,0,,14-אוק-14,2014
LEGO Worlds,XOne,Warner Bros. Interactive Entertainment,Misc,0.69,0.28,0.35,,,07-מרץ-17,2017
Mario Party: The Top 100,3DS,Nintendo,Party,0.69,0.23,0.17,0.24,,10-נוב-17,2017
Star Wars: Obi-Wan,XB,LucasArts,Action,0.7,0.52,0.16,,,19-דצמ-01,2001
James Bond 007: Blood Stone    Read the review,PS3,Activision,Action,0.7,0.18,0.37,0.02,6.4,02nd Nov 10,2010
Metal Gear Solid HD Collection,X360,Konami Digital Entertainment,Action,0.7,0.42,0.22,,,08-נוב-11,2011
Disney Infinity 2.0: Marvel Super Heroes,WiiU,Disney Interactive Studios,Action-Adventure,0.7,0.41,0.22,,,23rd Sep 14,2014
Disney Infinity 2.0: Marvel Super Heroes,WiiU,Disney Interactive Studios,Action-Adventure,0.7,0.41,0.22,,,23rd Sep 14,2014
Ace Attorney Investigations: Miles Edgeworth    Read the review,DS,Capcom,Adventure,0.7,0.23,0.14,0.3,8.4,16-פבר-10,2010
Classic NES Series: Zelda II: The Adventure of Link,GBA,Nintendo,Adventure,0.7,0.37,0.14,0.17,,25-אוק-04,2004
Ace Attorney Investigations: Miles Edgeworth    Read the review,DS,Capcom,Adventure,0.7,0.23,0.14,0.3,8.4,16-פבר-10,2010
Classic NES Series: Zelda II: The Adventure of Link,GBA,Nintendo,Adventure,0.7,0.37,0.14,0.17,,25-אוק-04,2004
WWE SmackDown vs. Raw 2011,PSP,THQ,Fighting,0.7,0.22,0.31,,,26-אוק-10,2010
WWE SmackDown vs. Raw 2011,PSP,THQ,Fighting,0.7,0.22,0.31,,,26-אוק-10,2010
LEGO Rock Band    Read the review,Wii,Warner Bros. Interactive,Misc,0.7,0.41,0.22,,6.8,03rd Nov 09,2009
Rocksmith 2014,PC,Ubisoft,Music,0.7,0.39,0.24,,,04-אוק-16,2016
The Lord of the Rings: The Two Towers,XB,Electronic Arts,Action,0.71,0.45,0.24,,,30-דצמ-02,2002
Power Rangers: Dino Thunder,PS2,THQ,Action,0.71,0.35,0.27,,,14-ספט-04,2004
Dynasty Warriors 6,PS3,KOEI,Action,0.71,0.18,0.07,0.41,,19-פבר-08,2008
The LEGO Movie Videogame,PS4,Warner Bros. Interactive Entertainment,Action-Adventure,0.71,0.26,0.32,0.01,,07-פבר-14,2014
The LEGO Movie Videogame,PS4,Warner Bros. Interactive Entertainment,Action-Adventure,0.71,0.26,0.32,0.01,,07-פבר-14,2014
Silent Hill 3,PS2,Konami,Adventure,0.71,0.35,0.27,,,06-אוג-03,2003
Silent Hill 3,PS2,Konami,Adventure,0.71,0.35,0.27,,,06-אוג-03,2003
Mortal Kombat (2011),PSV,Warner Bros. Interactive Entertainment,Fighting,0.71,0.42,0.15,,,02nd May 12,2012
SoulCalibur VI    Read the review,PS4,Bandai Namco Games,Fighting,0.71,0.44,0.11,0.04,7,19-אוק-18,2018
WWF Attitude,N64,Acclaim Entertainment,Fighting,0.71,0.57,0.13,,,31-יול-99,1999
Mortal Kombat (2011),PSV,Warner Bros. Interactive Entertainment,Fighting,0.71,0.42,0.15,,,02nd May 12,2012
SoulCalibur VI    Read the review,PS4,Bandai Namco Games,Fighting,0.71,0.44,0.11,0.04,7,19-אוק-18,2018
WWF Attitude,N64,Acclaim Entertainment,Fighting,0.71,0.57,0.13,,,31-יול-99,1999
Star Wars Episode III: Revenge of the Sith,GBA,Ubisoft,Action,0.72,0.52,0.19,,,04-מאי-05,2005
Monster Hunter Generations Ultimate    Read the review,NS,Capcom,Action,0.72,0.27,0.14,0.27,4,28-אוג-18,2018
Ben 10: Protector of Earth,PSP,D3 Publisher,Action,0.72,0.23,0.31,,,30-אוק-07,2007
James Cameron's Avatar: The Game,Wii,Ubisoft,Action,0.72,0.32,0.32,,,01-דצמ-09,2009
The LEGO Movie Videogame,3DS,Warner Bros. Interactive Entertainment,Action-Adventure,0.72,0.28,0.33,0.05,,07-פבר-14,2014
The LEGO Movie Videogame,3DS,Warner Bros. Interactive Entertainment,Action-Adventure,0.72,0.28,0.33,0.05,,07-פבר-14,2014
Jampack Winter 2001,PS2,Sony Computer Entertainment,Misc,0.72,0.35,0.28,,,21-נוב-01,2001
Pirates of the Caribbean: At World's End,PS3,Disney Interactive Studios,Action,0.73,0.17,0.41,,,22nd May 07,2007
God Eater,PSP,D3Publisher,Action,0.73,,0,0.72,,15-מרץ-11,2011
iCarly,DS,Activision,Adventure,0.73,0.67,0.01,,,27-אוק-09,2009
iCarly,DS,Activision,Adventure,0.73,0.67,0.01,,,27-אוק-09,2009
Dragon Ball Z: Ultime Menace,SNES,Bandai,Fighting,0.73,,,0.73,,01-ינו-94,1994
Mortal Kombat 4,N64,Midway Games,Fighting,0.73,0.55,0.17,,,23rd Jun 98,1998
Dragon Ball Z: Ultime Menace,SNES,Bandai,Fighting,0.73,,,0.73,,01-ינו-94,1994
Mortal Kombat 4,N64,Midway Games,Fighting,0.73,0.55,0.17,,,23rd Jun 98,1998
Just Dance Wii,Wii,Nintendo,Misc,0.73,,,0.73,,13-אוק-11,2011
Ace Combat: Assault Horizon    Read the review,PS3,Namco Bandai,Action,0.74,0.3,0.16,0.22,5,11-אוק-11,2011
Madagascar: Escape 2 Africa,DS,Activision,Action,0.74,0.41,0.25,,,04-נוב-08,2008
The Amazing Spider-Man (2012)    Read the review,X360,Activision,Action-Adventure,0.74,0.43,0.24,,7,26-יונ-12,2012
The Amazing Spider-Man (2012)    Read the review,X360,Activision,Action-Adventure,0.74,0.43,0.24,,7,26-יונ-12,2012
Mortal Kombat: Unchained,PSP,Midway Games,Fighting,0.74,0.67,0.01,,,15-נוב-06,2006
Mortal Kombat: Unchained,PSP,Midway Games,Fighting,0.74,0.67,0.01,,,15-נוב-06,2006
Jampack Summer 2001,PS2,Sony Computer Entertainment,Misc,0.74,0.36,0.28,,,11-יול-01,2001
Namco Museum Remix,Wii,Namco Bandai,Misc,0.74,0.68,0,,,23rd Oct 07,2007
Shark Tale,PS2,Activision,Action,0.75,0.37,0.29,,,27-ספט-04,2004
Disney Infinity 2.0: Marvel Super Heroes,PS4,Disney Interactive Studios,Action-Adventure,0.75,0.37,0.25,,,23rd Sep 14,2014
Disney Infinity 2.0: Marvel Super Heroes,PS4,Disney Interactive Studios,Action-Adventure,0.75,0.37,0.25,,,23rd Sep 14,2014
Raving Rabbids: Travel in Time,Wii,Ubisoft,Adventure,0.75,0.21,0.46,,,21-נוב-10,2010
Raving Rabbids: Travel in Time,Wii,Ubisoft,Adventure,0.75,0.21,0.46,,,21-נוב-10,2010
WWE SmackDown vs. Raw 2009,PSP,THQ,Fighting,0.75,0.41,0.2,,,09-נוב-08,2008
Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,Capcom,Fighting,0.75,0.22,0.17,0.3,,06-נוב-01,2001
WWE SmackDown vs. Raw 2009,PSP,THQ,Fighting,0.75,0.41,0.2,,,09-נוב-08,2008
Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,Capcom,Fighting,0.75,0.22,0.17,0.3,,06-נוב-01,2001
We Sing,Wii,Nordic Games,Misc,0.75,,0.68,,,13-נוב-09,2009
Rock Band 4,XOne,Harmonix Music Systems,Music,0.75,0.62,0.05,,,06-אוק-15,2015
Resident Evil: Revelations,PS3,Capcom,Action,0.76,0.14,0.32,0.22,,21-מאי-13,2013
Toy Story 3: The Video Game,X360,Disney Interactive Studios,Action,0.76,0.41,0.27,,,15-יונ-10,2010
Harry Potter and the Half-Blood Prince,Wii,Electronic Arts,Action,0.76,0.28,0.4,,,30-יונ-09,2009
Quantum Break,XOne,Microsoft Studios,Action,0.76,0.42,0.25,0.02,,05-אפר-16,2016
That's So Raven,GBA,Buena Vista,Adventure,0.76,0.54,0.2,,,12-אוק-04,2004
That's So Raven,GBA,Buena Vista,Adventure,0.76,0.54,0.2,,,12-אוק-04,2004
MTV Celebrity Deathmatch,PS2,Gotham Games,Fighting,0.76,0.37,0.29,,,14-אוק-03,2003
SoulCalibur V    Read the review,PS3,Namco Bandai,Fighting,0.76,0.35,0.24,0.07,7.8,31-ינו-12,2012
Marvel vs. Capcom 2,PS2,Capcom,Fighting,0.76,0.31,0.24,0.13,,19-נוב-02,2002
MTV Celebrity Deathmatch,PS2,Gotham Games,Fighting,0.76,0.37,0.29,,,14-אוק-03,2003
SoulCalibur V    Read the review,PS3,Namco Bandai,Fighting,0.76,0.35,0.24,0.07,7.8,31-ינו-12,2012
Marvel vs. Capcom 2,PS2,Capcom,Fighting,0.76,0.31,0.24,0.13,,19-נוב-02,2002
Taiko no Tatsujin: Tatakon de Dodon ga Don,PS2,Namco,Misc,0.76,,,0.76,,24-אוק-02,2002
Just Dance 2019,NS,Ubisoft,Music,0.76,0.43,0.26,,,23rd Oct 18,2018
Prototype 2,PS3,Activision,Action,0.77,0.38,0.28,,,24-אפר-12,2012
James Cameron's Avatar: The Game,X360,Ubisoft,Action,0.77,0.34,0.35,,,01-דצמ-09,2009
Fortnite,XOne,Gearbox Software,Action,0.77,0.6,0.09,,,21-יול-17,2017
Twisted Metal: Head On,PSP,Sony Computer Entertainment,Action,0.77,0.71,0,,,24-מרץ-05,2005
Marvel Nemesis: Rise of the Imperfects,PS2,Electronic Arts,Fighting,0.77,0.64,0.02,,,20-ספט-05,2005
Dragon Ball: Raging Blast,PS3,Namco Bandai,Fighting,0.77,0.37,0.19,0.11,,10-נוב-09,2009
Marvel Nemesis: Rise of the Imperfects,PS2,Electronic Arts,Fighting,0.77,0.64,0.02,,,20-ספט-05,2005
Dragon Ball: Raging Blast,PS3,Namco Bandai,Fighting,0.77,0.37,0.19,0.11,,10-נוב-09,2009
ABBA: You Can Dance,Wii,Ubisoft,Misc,0.77,0.18,0.5,,,15-נוב-11,2011
Caesars Palace 2000: Millennium Gold Edition,PS,Interplay,Misc,0.77,0.43,0.29,,,29-יונ-00,2000
MadWorld    Read the review,Wii,Sega,Action,0.78,0.45,0.24,0.02,8.7,10-מרץ-09,2009
Star Wars: The Force Unleashed II    Read the review,Wii,LucasArts,Action,0.78,0.53,0.19,,6.3,26-אוק-10,2010
Star Wars The Clone Wars: Jedi Alliance,DS,LucasArts,Action,0.78,0.61,0.11,,,11-נוב-08,2008
Shadow of the Tomb Raider,XOne,Square Enix,Action-Adventure,0.78,0.46,0.25,,,14-ספט-18,2018
Shadow of the Tomb Raider,XOne,Square Enix,Action-Adventure,0.78,0.46,0.25,,,14-ספט-18,2018
Drawn to Life,DS,THQ,Adventure,0.78,0.71,0.01,,,10-ספט-07,2007
Drawn to Life,DS,THQ,Adventure,0.78,0.71,0.01,,,10-ספט-07,2007
Naruto Shippuden: Ultimate Ninja Storm 2,X360,Namco Bandai,Fighting,0.78,0.43,0.27,0.01,,19-אוק-10,2010
Naruto Shippuden: Ultimate Ninja Storm 2,X360,Namco Bandai,Fighting,0.78,0.43,0.27,0.01,,19-אוק-10,2010
DJ Hero 2,PS3,Activision,Misc,0.78,0.49,0.19,,,19-אוק-10,2010
DJ Hero    Read the review,Wii,Activision,Misc,0.78,0.47,0.23,,8,27-אוק-09,2009
Assassin's Creed The Ezio Collection,PS4,Ubisoft,Action,0.79,0.14,0.52,0.02,,15-נוב-16,2016
WCW Mayhem,N64,Electronic Arts,Fighting,0.79,0.63,0.15,,,22nd Sep 99,1999
WCW Mayhem,N64,Electronic Arts,Fighting,0.79,0.63,0.15,,,22nd Sep 99,1999
Dead Island: Riptide,X360,Deep Silver,Misc,0.79,0.44,0.27,0.01,,23rd Apr 13,2013
Star Wars The Clone Wars: Republic Heroes,Wii,LucasArts,Action,0.8,0.43,0.3,,,06-אוק-09,2009
The Amazing Spider-Man (2012),PS3,Activision,Action-Adventure,0.8,0.31,0.36,,,26-יונ-12,2012
The Amazing Spider-Man (2012),PS3,Activision,Action-Adventure,0.8,0.31,0.36,,,26-יונ-12,2012
Yakuza,PS2,Sega,Adventure,0.8,0.03,0.02,0.74,,05-ספט-06,2006
Prince of Persia: Warrior Within,XB,Ubisoft,Adventure,0.8,0.48,0.28,,,30-נוב-04,2004
Yakuza,PS2,Sega,Adventure,0.8,0.03,0.02,0.74,,05-ספט-06,2006
Prince of Persia: Warrior Within,XB,Ubisoft,Adventure,0.8,0.48,0.28,,,30-נוב-04,2004
Guitar Hero: Metallica,X360,Activision,Misc,0.8,0.52,0.2,,,29-מרץ-09,2009
Rayman Raving Rabbids 2,DS,Ubisoft,Misc,0.8,0.73,0.01,,,13-נוב-07,2007
ARK: Survival Evolved,PS4,Studio Wildcard,Action,0.81,0.28,0.29,0.14,,29-אוג-17,2017
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,PS4,Square Enix,Action,0.81,0.21,0.14,0.39,,13-אוק-15,2015
Disney's The Little Mermaid: Ariel's Undersea Adventure,DS,Buena Vista,Action,0.81,0.72,0.03,,,02nd Oct 06,2006
Kamaitachi no Yoru,SNES,ChunSoft,Adventure,0.81,,,0.81,,25-נוב-94,1994
Kamaitachi no Yoru,SNES,ChunSoft,Adventure,0.81,,,0.81,,25-נוב-94,1994
Ready 2 Rumble Boxing: Round 2,PS2,Midway Games,Fighting,0.81,0.4,0.31,,,23rd Oct 00,2000
Ready 2 Rumble Boxing: Round 2,PS2,Midway Games,Fighting,0.81,0.4,0.31,,,23rd Oct 00,2000
Guitar Hero: Warriors of Rock,PS3,Activision,Misc,0.81,0.33,0.35,,,28-ספט-10,2010
The Walking Dead: A Telltale Games Series,PS3,Telltale Games,Adventure,0.82,0.4,0.25,0.03,,20-נוב-12,2012
The Walking Dead: A Telltale Games Series,PS3,Telltale Games,Adventure,0.82,0.4,0.25,0.03,,20-נוב-12,2012
The Price is Right,Wii,Ubisoft,Misc,0.82,0.76,,,,09-ספט-08,2008
Metal Gear Solid V: The Phantom Pain,XOne,Konami Digital Entertainment,Action,0.83,0.49,0.25,0.02,,01-ספט-15,2015
Twisted Metal (2012),PS3,Sony Computer Entertainment,Action,0.83,0.67,0.07,,,14-פבר-12,2012
Mega Man Legends,PS,Capcom,Adventure,0.83,0.39,0.26,0.12,,31-אוג-98,1998
Casper,PS,Interplay,Adventure,0.83,0.46,0.31,,,17-ספט-96,1996
Mega Man Legends,PS,Capcom,Adventure,0.83,0.39,0.26,0.12,,31-אוג-98,1998
Casper,PS,Interplay,Adventure,0.83,0.46,0.31,,,17-ספט-96,1996
Dragon Ball: Raging Blast 2    Read the review,PS3,Namco Bandai,Fighting,0.83,0.43,0.19,0.11,6.4,02nd Nov 10,2010
Dragon Ball: Raging Blast 2    Read the review,PS3,Namco Bandai,Fighting,0.83,0.43,0.19,0.11,6.4,02nd Nov 10,2010
DJ Hero 2    Read the review,X360,Activision,Misc,0.83,0.65,0.12,,8.3,19-אוק-10,2010
The Game of Life,PS,Hasbro Interactive,Misc,0.83,0.46,0.31,,,30-ספט-98,1998
Guitar Hero Live,XOne,Activision,Music,0.83,0.52,0.23,,,20-אוק-15,2015
Ghostbusters: The Video Game    Read the review,PS3,Atari,Action,0.84,0.34,0.36,,8.3,16-יונ-09,2009
The Incredibles,GC,THQ,Action,0.84,0.65,0.17,,,31-אוק-04,2004
Lego Batman 3: Beyond Gotham,PS3,Warner Bros. Interactive Entertainment,Action,0.84,0.34,0.36,,,11-נוב-14,2014
Ben 10: Protector of Earth,PS2,D3 Publisher,Action,0.84,0.09,0,,,30-אוק-07,2007
Metroid: Zero Mission,GBA,Nintendo,Adventure,0.84,0.6,0.22,,,09-פבר-04,2004
Metroid: Zero Mission,GBA,Nintendo,Adventure,0.84,0.6,0.22,,,09-פבר-04,2004
Street Fighter X Tekken,PS3,Capcom,Fighting,0.84,0.42,0.22,0.1,,06-מרץ-12,2012
Street Fighter X Tekken,PS3,Capcom,Fighting,0.84,0.42,0.22,0.1,,06-מרץ-12,2012
Army Men: Air Attack,PS,3DO,Action,0.85,0.47,0.32,,,02nd Nov 99,1999
Ninja Gaiden Sigma 2    Read the review,PS3,Tecmo Koei,Action,0.85,0.52,0.16,0.08,8.8,29-ספט-09,2009
Rampage World Tour,PS,Midway Games,Action,0.85,0.47,0.32,,,30-ספט-97,1997
Dragon Ball Z: Burst Limit,PS3,Atari,Fighting,0.85,0.22,0.34,0.18,,10-יונ-08,2008
Dragon Ball Z: Burst Limit,PS3,Atari,Fighting,0.85,0.22,0.34,0.18,,10-יונ-08,2008
Dishonored 2,XOne,Bethesda Softworks,Action,0.86,0.47,0.31,,,10-נוב-16,2016
Dynasty Warriors 4: Xtreme Legends,PS2,KOEI,Action,0.86,0.17,0.13,0.51,,04-נוב-03,2003
LEGO Batman 2: DC Super Heroes,3DS,Warner Bros. Interactive Entertainment,Action-Adventure,0.86,0.42,0.37,,,26-יונ-12,2012
LEGO Batman 2: DC Super Heroes,3DS,Warner Bros. Interactive Entertainment,Action-Adventure,0.86,0.42,0.37,,,26-יונ-12,2012
Tekken Tag Tournament 2    Read the review,PS3,Namco Bandai Games,Fighting,0.86,0.28,0.33,0.13,8,11-ספט-12,2012
Tekken Tag Tournament 2    Read the review,PS3,Namco Bandai Games,Fighting,0.86,0.28,0.33,0.13,8,11-ספט-12,2012
Guitar Hero: Warriors of Rock    Read the review,X360,Activision,Misc,0.86,0.47,0.31,,8.2,28-ספט-10,2010
Grand Theft Auto IV,PC,Rockstar Games,Action,0.87,0.01,0.8,,,02nd Dec 08,2008
Ghostbusters: The Video Game    Read the review,Wii,Atari,Action,0.87,0.59,0.21,,7.3,16-יונ-09,2009
Sleeping Dogs    Read the review,X360,Square Enix,Action-Adventure,0.87,0.38,0.4,0.01,8.8,14-אוג-12,2012
Sleeping Dogs    Read the review,X360,Square Enix,Action-Adventure,0.87,0.38,0.4,0.01,8.8,14-אוג-12,2012
Minecraft: Story Mode,PS4,Mojang,Adventure,0.87,0.31,0.42,,,27-אוק-15,2015
Minecraft: Story Mode,PS4,Mojang,Adventure,0.87,0.31,0.42,,,27-אוק-15,2015
Fight Night Round 2,PS2,EA Sports,Fighting,0.87,0.72,0.03,,,28-פבר-05,2005
Fight Night Round 2,PS2,EA Sports,Fighting,0.87,0.72,0.03,,,28-פבר-05,2005
Peppa Pig: The Game,DS,Pinnacle,Misc,0.87,,0.81,,,28-נוב-08,2008
The Evil Within,PS3,Bethesda Softworks,Misc,0.87,0.27,0.35,0.13,,14-אוק-14,2014
SingStar '90s,PS2,Sony Computer Entertainment,Misc,0.87,0.1,0.59,,,18-מרץ-08,2008
Final Fantasy XIV Online,PS3,Square Enix,MMO,0.87,0.39,0.09,0.28,,27-אוג-13,2013
Star Wars: The Force Unleashed,DS,LucasArts,Action,0.88,0.5,0.29,0,,16-ספט-08,2008
LEGO Harry Potter Collection,PS4,Warner Bros. Interactive Entertainment,Action,0.88,0.07,0.68,,,18-אוק-16,2016
Super Street Fighter IV,X360,Capcom,Fighting,0.88,0.53,0.21,0.07,,27-אפר-10,2010
Super Street Fighter IV,X360,Capcom,Fighting,0.88,0.53,0.21,0.07,,27-אפר-10,2010
Buzz! Quiz TV    Read the review,PS3,Sony Computer Entertainment,Misc,0.88,0.28,0.47,,8.7,23rd Sep 08,2008
Rock Band 3    Read the review,X360,MTV Games,Misc,0.88,0.73,0.09,,9.4,26-אוק-10,2010
God of War Saga,PS3,Sony Computer Entertainment,Action,0.89,0.74,,,,28-אוג-12,2012
Resident Evil VII: Biohazard,XOne,Capcom,Action,0.89,0.51,0.3,0,,24-ינו-17,2017
Finding Nemo,GC,THQ,Action,0.89,0.69,0.18,,,12-מאי-03,2003
The Tomb Raider Trilogy,PS3,Square Enix,Action,0.89,0.27,0.48,,,22nd Mar 11,2011
Classic NES Series: The Legend of Zelda,GBA,Nintendo,Adventure,0.89,0.46,0.17,0.24,,02nd Jun 04,2004
Classic NES Series: The Legend of Zelda,GBA,Nintendo,Adventure,0.89,0.46,0.17,0.24,,02nd Jun 04,2004
Injustice 2    Read the review,XOne,Warner Bros. Interactive Entertainment,Fighting,0.89,0.65,0.16,,,16-מאי-17,2017
Injustice 2    Read the review,XOne,Warner Bros. Interactive Entertainment,Fighting,0.89,0.65,0.16,,,16-מאי-17,2017
Samba De Amigo,Wii,Sega,Misc,0.89,0.41,0.37,0.01,,23rd Sep 08,2008
Samba De Amigo,Wii,Sega,Misc,0.89,0.41,0.37,0.01,,23rd Sep 08,2008
Rhythm Heaven Fever,Wii,Nintendo,Music,0.89,0.11,,0.77,,13-פבר-12,2012
James Cameron's Avatar: The Game,PS3,Ubisoft,Action,0.9,0.32,0.43,,,01-דצמ-09,2009
LEGO Indiana Jones 2: The Adventure Continues,PS3,LucasArts,Adventure,0.9,0.47,0.3,,,17-נוב-09,2009
LEGO Indiana Jones 2: The Adventure Continues,PS3,LucasArts,Adventure,0.9,0.47,0.3,,,17-נוב-09,2009
DJ Hero    Read the review,PS3,Activision,Misc,0.9,0.42,0.34,,8,27-אוק-09,2009
DJ Hero    Read the review,PS3,Activision,Misc,0.9,0.42,0.34,,8,27-אוק-09,2009
Dynasty Warriors 7,PS3,Tecmo Koei,Action,0.91,0.25,0.14,0.46,,29-מרץ-11,2011
Namco Museum,XB,Namco,Misc,0.91,0.77,0.11,,,09-אוק-02,2002
Namco Museum,XB,Namco,Misc,0.91,0.77,0.11,,,09-אוק-02,2002
Dante's Inferno    Read the review,X360,Electronic Arts,Action,0.92,0.63,0.2,0.02,7.2,09-פבר-10,2010
WWE SmackDown vs. Raw 2009,X360,THQ,Fighting,0.92,0.58,0.26,,,09-נוב-08,2008
WWE SmackDown vs. Raw 2009,X360,THQ,Fighting,0.92,0.58,0.26,,,09-נוב-08,2008
