Title,Platforms,Publisher,Genre,Total_Sales,USA_Sales,EUR_Sales,Japan_Sales,Rating,Release_Date,Year
Spirit Camera: The Cursed Memoir    Read the review,3DS,Nintendo,Action-Adventure,0.25,0.15,0.02,0.06,6.4,13  Apr 12,2012.0
Code of Princess    Read the review,3DS,Atlus,Action-Adventure,0.2,0.16,0.0,0.03,8.2,09  Oct 12,2012.0
Castlevania: Lords of Shadow - Mirror of Fate    Read the review,3DS,Konami Digital Entertainment,Action-Adventure,0.16,0.04,0.08,0.03,6.9,05  Mar 13,2013.0
The Last of Us    Read the review,PS3,Sony Computer Entertainment America,Action-Adventure,6.27,2.41,2.57,0.29,9.5,14  Jun 13,2013.0
Assassin's Creed IV: Black Flag    Read the review,PS3,Ubisoft,Action-Adventure,3.94,1.34,1.86,0.13,9.1,29  Oct 13,2013.0
inFAMOUS: Second Son    Read the review,PS4,Sony Computer Entertainment,Action-Adventure,3.01,1.35,1.09,0.07,8.2,21  Mar 14,2014.0
Kinect: Disneyland Adventures    Read the review,X360,Microsoft Studios,Action-Adventure,2.41,1.73,0.43,0.02,6.8,15  Nov 11,2011.0
Metal Gear Solid V: Ground Zeroes    Read the review,PS4,Konami Digital Entertainment,Action-Adventure,1.2,0.36,0.5,0.17,7.8,18  Mar 14,2014.0
Tom Clancy's Splinter Cell: Blacklist    Read the review,X360,Ubisoft,Action-Adventure,1.0,0.57,0.33,0.01,7.0,20  Aug 13,2013.0
Darksiders II    Read the review,X360,THQ,Action-Adventure,0.79,0.45,0.27,0.0,8.4,14  Aug 12,2012.0
Pok̩Park 2: Wonders Beyond    Read the review,Wii,Nintendo,Action-Adventure,0.76,0.26,0.19,0.27,6.4,27  Feb 12,2012.0
LEGO The Hobbit    Read the review,PS4,Warner Bros. Interactive Entertainment,Action-Adventure,0.62,0.14,0.39,0.0,7.7,08  Apr 14,2014.0
State of Decay 2    Read the review,XOne,Microsoft Studios,Action-Adventure,0.46,0.27,0.14,0.0,6.0,22nd May 18,2018.0
Terraria    Read the review,PS3,505 Games,Action-Adventure,0.45,0.09,0.21,0.09,8.8,30  Jul 13,2013.0
One Piece Unlimited World: Red    Read the review,3DS,Namco Bandai Games,Action-Adventure,0.39,0.05,0.05,0.28,7.0,08  Jul 14,2014.0
Murdered: Soul Suspect    Read the review,PS4,Square Enix,Action-Adventure,0.33,0.09,0.17,0.02,6.0,03rd Jun 14,2014.0
The LEGO Movie Videogame    Read the review,PSV,Warner Bros. Interactive Entertainment,Action-Adventure,0.31,0.04,0.2,0.0,7.0,07  Feb 14,2014.0
Spirit Camera: The Cursed Memoir    Read the review,3DS,Nintendo,Action-Adventure,0.25,0.15,0.02,0.06,6.4,13  Apr 12,2012.0
Code of Princess    Read the review,3DS,Atlus,Action-Adventure,0.2,0.16,0.0,0.03,8.2,09  Oct 12,2012.0
Castlevania: Lords of Shadow - Mirror of Fate    Read the review,3DS,Konami Digital Entertainment,Action-Adventure,0.16,0.04,0.08,0.03,6.9,05  Mar 13,2013.0
Assassin's Creed Rogue Remastered    Read the review,XOne,Ubisoft,Action-Adventure,0.04,0.0,0.03,0.0,6.0,20  Mar 18,2018.0
The Persistence    Read the review,PS4,Sony Interactive Entertainment,Action-Adventure,0.04,0.0,0.03,0.0,7.0,24  Jul 18,2018.0
The Legend of Zelda: Twilight Princess    Read the review,Wii,Nintendo,Adventure,7.18,3.74,2.16,0.6,9.3,19  Nov 06,2006.0
Luigi's Mansion: Dark Moon    Read the review,3DS,Nintendo,Adventure,5.44,2.03,1.88,1.17,7.0,24  Mar 13,2013.0
Professor Layton and the Diabolical Box    Read the review,DS,Nintendo,Adventure,3.95,0.9,1.76,0.92,9.0,24  Aug 09,2009.0
The Legend of Zelda: Spirit Tracks    Read the review,DS,Nintendo,Adventure,3.32,1.4,0.92,0.74,9.0,07  Dec 09,2009.0
LEGO Batman: The Videogame    Read the review,Wii,Warner Bros. Interactive,Adventure,3.08,1.8,0.98,0.0,7.5,23rd Sep 08,2008.0
L.A. Noire    Read the review,X360,Rockstar Games,Adventure,2.73,1.55,0.92,0.02,8.0,15  Nov 11,2011.0
The Legend of Zelda: Ocarina of Time 3D    Read the review,3DS,Nintendo,Adventure,2.0,1.42,0.01,0.56,9.2,19  Jun 11,2011.0
Beyond: Two Souls    Read the review,PS3,Sony Computer Entertainment,Adventure,1.7,0.52,0.86,0.06,8.0,08  Oct 13,2013.0
Grand Theft Auto: Chinatown Wars    Read the review,DS,Rockstar Games,Adventure,1.33,0.58,0.56,0.05,9.3,17  Mar 09,2009.0
LEGO Batman: The Videogame    Read the review,PS3,Warner Bros. Interactive,Adventure,1.31,0.72,0.39,0.0,7.5,23rd Sep 08,2008.0
LEGO Batman: The Videogame    Read the review,PSP,Warner Bros. Interactive,Adventure,1.3,0.57,0.46,0.0,7.1,23rd Sep 08,2008.0
Yakuza 3    Read the review,PS3,Sega,Adventure,1.12,0.21,0.21,0.62,8.6,09  Mar 10,2010.0
Alien: Isolation    Read the review,PS4,Sega,Adventure,1.09,0.29,0.59,0.05,8.5,07  Oct 14,2014.0
Prince of Persia    Read the review,PS3,Ubisoft,Adventure,1.07,0.47,0.41,0.03,8.4,02nd Dec 08,2008.0
MySims Agents    Read the review,Wii,Electronic Arts,Adventure,1.05,0.63,0.32,0.0,7.4,29  Sep 09,2009.0
Prince of Persia    Read the review,X360,Ubisoft,Adventure,1.01,0.54,0.34,0.02,8.4,02nd Dec 08,2008.0
The Godfather II    Read the review,X360,Electronic Arts,Adventure,0.79,0.47,0.23,0.01,8.2,07  Apr 09,2009.0
The Godfather II    Read the review,PS3,Electronic Arts,Adventure,0.74,0.41,0.21,0.01,8.2,07  Apr 09,2009.0
The Legend of Zelda: Twilight Princess    Read the review,Wii,Nintendo,Adventure,7.18,3.74,2.16,0.6,9.3,19  Nov 06,2006.0
Luigi's Mansion: Dark Moon    Read the review,3DS,Nintendo,Adventure,5.44,2.03,1.88,1.17,7.0,24  Mar 13,2013.0
Professor Layton and the Diabolical Box    Read the review,DS,Nintendo,Adventure,3.95,0.9,1.76,0.92,9.0,24  Aug 09,2009.0
The Legend of Zelda: Spirit Tracks    Read the review,DS,Nintendo,Adventure,3.32,1.4,0.92,0.74,9.0,07  Dec 09,2009.0
LEGO Batman: The Videogame    Read the review,Wii,Warner Bros. Interactive,Adventure,3.08,1.8,0.98,0.0,7.5,23rd Sep 08,2008.0
L.A. Noire    Read the review,X360,Rockstar Games,Adventure,2.73,1.55,0.92,0.02,8.0,15  Nov 11,2011.0
The Legend of Zelda: Ocarina of Time 3D    Read the review,3DS,Nintendo,Adventure,2.0,1.42,0.01,0.56,9.2,19  Jun 11,2011.0
Beyond: Two Souls    Read the review,PS3,Sony Computer Entertainment,Adventure,1.7,0.52,0.86,0.06,8.0,08  Oct 13,2013.0
Grand Theft Auto: Chinatown Wars    Read the review,DS,Rockstar Games,Adventure,1.33,0.58,0.56,0.05,9.3,17  Mar 09,2009.0
LEGO Batman: The Videogame    Read the review,PS3,Warner Bros. Interactive,Adventure,1.31,0.72,0.39,0.0,7.5,23rd Sep 08,2008.0
LEGO Batman: The Videogame    Read the review,PSP,Warner Bros. Interactive,Adventure,1.3,0.57,0.46,0.0,7.1,23rd Sep 08,2008.0
Yakuza 3    Read the review,PS3,Sega,Adventure,1.12,0.21,0.21,0.62,8.6,09  Mar 10,2010.0
Alien: Isolation    Read the review,PS4,Sega,Adventure,1.09,0.29,0.59,0.05,8.5,07  Oct 14,2014.0
Prince of Persia    Read the review,PS3,Ubisoft,Adventure,1.07,0.47,0.41,0.03,8.4,02nd Dec 08,2008.0
MySims Agents    Read the review,Wii,Electronic Arts,Adventure,1.05,0.63,0.32,0.0,7.4,29  Sep 09,2009.0
Prince of Persia    Read the review,X360,Ubisoft,Adventure,1.01,0.54,0.34,0.02,8.4,02nd Dec 08,2008.0
The Godfather II    Read the review,X360,Electronic Arts,Adventure,0.79,0.47,0.23,0.01,8.2,07  Apr 09,2009.0
The Godfather II    Read the review,PS3,Electronic Arts,Adventure,0.74,0.41,0.21,0.01,8.2,07  Apr 09,2009.0
Alice: Madness Returns    Read the review,X360,Electronic Arts,Adventure,0.5,0.27,0.15,0.04,6.8,14  Jun 11,2011.0
ICO    Read the review,PS2,Sony Computer Entertainment,Adventure,0.47,0.23,0.18,0.0,8.8,24  Sep 01,2001.0
Detective Pikachu    Read the review,3DS,Nintendo,Adventure,0.47,0.15,0.17,0.12,7.0,23rd Mar 18,2018.0
OkamiDen    Read the review,DS,Capcom,Adventure,0.43,0.21,0.07,0.13,9.0,15  Mar 11,2011.0
Final Fantasy Crystal Chronicles: The Crystal Bearers    Read the review,Wii,Square Enix,Adventure,0.39,0.21,0.08,0.08,6.8,26  Dec 09,2009.0
Broken Sword: Shadow of the Templars - The Director's Cut    Read the review,Wii,Ubisoft,Adventure,0.24,0.11,0.1,0.0,7.3,24  Mar 09,2009.0
Alone In The Dark    Read the review,Wii,Atari,Adventure,0.18,0.09,0.08,0.0,4.0,23rd Jun 08,2008.0
Doctor Lautrec and the Forgotten Knights    Read the review,3DS,Konami,Adventure,0.17,0.07,0.05,0.03,5.8,13  Dec 11,2011.0
Time Hollow    Read the review,DS,Konami,Adventure,0.16,0.03,0.01,0.11,7.4,23rd Sep 08,2008.0
Deponia    Read the review,PC,Daedalic Entertainment,Adventure,0.14,0.0,0.13,0.0,8.0,27  Jan 12,2012.0
Jake Hunter Detective Story: Memories of the Past    Read the review,DS,Aksys Games,Adventure,0.11,0.06,0.0,0.05,4.5,26  May 09,2009.0
Disgaea Infinite    Read the review,PSP,NIS America,Adventure,0.1,0.08,0.0,0.01,5.9,08  Jun 10,2010.0
Miami Law    Read the review,DS,Hudson Entertainment,Adventure,0.1,0.09,0.0,0.0,6.8,09  Jun 09,2009.0
LEGO Batman: The Videogame    Read the review,PC,Warner Bros. Interactive,Adventure,0.09,0.04,0.03,0.0,7.5,23rd Sep 08,2008.0
Again    Read the review,DS,KOEI,Adventure,0.07,0.07,0.0,0.0,4.2,30  Mar 10,2010.0
Theresia...    Read the review,DS,Aksys Games,Adventure,0.06,0.05,0.0,0.0,7.2,30  Oct 08,2008.0
Unsolved Crimes    Read the review,DS,Atari,Adventure,0.05,0.04,0.01,0.0,4.6,30  Sep 08,2008.0
Corpse Party    Read the review,PSP,Xseed Games,Adventure,0.05,0.0,0.0,0.05,6.6,22nd Nov 11,2011.0
Broken Age    Read the review,PC,Double Fine Productions,Adventure,0.01,0.0,0.0,0.0,8.3,01  Jul 13,2013.0
Super Smash Bros. Ultimate    Read the review,NS,Nintendo,Fighting,8.95,4.22,1.72,2.41,9.0,07  Dec 18,2018.0
Street Fighter IV    Read the review,PS3,Capcom,Fighting,4.19,2.04,1.05,0.59,9.1,17  Feb 09,2009.0
Super Street Fighter IV    Read the review,PS3,Capcom,Fighting,1.34,0.68,0.33,0.18,9.2,27  Apr 10,2010.0
Fight Night Champion    Read the review,PS3,EA Sports,Fighting,1.13,0.45,0.5,0.0,9.3,01  Mar 11,2011.0
Marvel vs. Capcom 3: Fate of Two Worlds    Read the review,X360,Capcom,Fighting,1.07,0.79,0.18,0.03,8.4,15  Feb 11,2011.0
Naruto: Ultimate Ninja Storm    Read the review,PS3,Namco Bandai,Fighting,1.07,0.49,0.34,0.09,7.8,04  Nov 08,2008.0
UFC Undisputed 3    Read the review,PS3,THQ,Fighting,1.05,0.55,0.33,0.03,9.0,14  Feb 12,2012.0
PlayStation All-Stars Battle Royale    Read the review,PS3,Sony Computer Entertainment,Fighting,0.99,0.5,0.28,0.04,8.5,20  Nov 12,2012.0
WWE SmackDown vs. Raw 2009    Read the review,Wii,THQ,Fighting,0.83,0.44,0.31,0.0,8.0,09  Nov 08,2008.0
Persona 4 Arena    Read the review,PS3,Atlus,Fighting,0.77,0.32,0.12,0.24,8.9,07  Aug 12,2012.0
Naruto Shippuden: Ultimate Ninja Storm Generations    Read the review,PS3,Namco Bandai Games,Fighting,0.74,0.27,0.25,0.14,7.7,13  Mar 12,2012.0
Super Smash Bros. Ultimate    Read the review,NS,Nintendo,Fighting,8.95,4.22,1.72,2.41,9.0,07  Dec 18,2018.0
Street Fighter IV    Read the review,PS3,Capcom,Fighting,4.19,2.04,1.05,0.59,9.1,17  Feb 09,2009.0
Super Street Fighter IV    Read the review,PS3,Capcom,Fighting,1.34,0.68,0.33,0.18,9.2,27  Apr 10,2010.0
Fight Night Champion    Read the review,PS3,EA Sports,Fighting,1.13,0.45,0.5,0.0,9.3,01  Mar 11,2011.0
Marvel vs. Capcom 3: Fate of Two Worlds    Read the review,X360,Capcom,Fighting,1.07,0.79,0.18,0.03,8.4,15  Feb 11,2011.0
Naruto: Ultimate Ninja Storm    Read the review,PS3,Namco Bandai,Fighting,1.07,0.49,0.34,0.09,7.8,04  Nov 08,2008.0
UFC Undisputed 3    Read the review,PS3,THQ,Fighting,1.05,0.55,0.33,0.03,9.0,14  Feb 12,2012.0
PlayStation All-Stars Battle Royale    Read the review,PS3,Sony Computer Entertainment,Fighting,0.99,0.5,0.28,0.04,8.5,20  Nov 12,2012.0
WWE SmackDown vs. Raw 2009    Read the review,Wii,THQ,Fighting,0.83,0.44,0.31,0.0,8.0,09  Nov 08,2008.0
Persona 4 Arena    Read the review,PS3,Atlus,Fighting,0.77,0.32,0.12,0.24,8.9,07  Aug 12,2012.0
Naruto Shippuden: Ultimate Ninja Storm Generations    Read the review,PS3,Namco Bandai Games,Fighting,0.74,0.27,0.25,0.14,7.7,13  Mar 12,2012.0
Dissidia Final Fantasy NT    Read the review,PS4,Square Enix,Fighting,0.46,0.19,0.06,0.16,7.0,30  Jan 18,2018.0
Legends of WrestleMania    Read the review,X360,THQ,Fighting,0.39,0.2,0.15,0.0,7.0,24  Mar 09,2009.0
Tekken Hybrid    Read the review,PS3,Namco,Fighting,0.36,0.21,0.07,0.04,5.2,22nd Nov 11,2011.0
Teenage Mutant Ninja Turtles: Smash-Up    Read the review,Wii,Ubisoft,Fighting,0.35,0.33,0.0,0.0,8.2,22nd Sep 09,2009.0
WWE All Stars    Read the review,X360,THQ,Fighting,0.34,0.18,0.14,0.0,8.0,29  Mar 11,2011.0
Punch-Out!!    Read the review,Wii,Nintendo,Fighting,0.26,0.0,0.17,0.05,8.5,18  May 09,2009.0
Tekken 3D: Prime Edition    Read the review,3DS,Namco Bandai,Fighting,0.21,0.06,0.08,0.05,7.0,14  Feb 12,2012.0
Ultimate Marvel vs. Capcom 3    Read the review,PS3,Capcom,Fighting,0.1,0.0,0.04,0.04,8.8,15  Nov 11,2011.0
Dragon Ball Z: Battle of Z    Read the review,X360,Namco Bandai Games,Fighting,0.07,0.01,0.05,0.0,6.2,28  Jan 14,2014.0
Just Dance 2    Read the review,Wii,Ubisoft,Misc,9.45,5.8,2.86,0.01,7.5,12  Oct 10,2010.0
Rock Band    Read the review,X360,MTV Games,Misc,2.47,1.93,0.33,0.0,9.1,20  Nov 07,2007.0
Rock Band 2    Read the review,X360,MTV Games,Misc,2.2,1.78,0.24,0.0,9.3,14  Sep 08,2008.0
Hasbro Family Game Night 2    Read the review,Wii,Electronic Arts,Misc,1.36,0.7,0.52,0.0,5.0,27  Oct 09,2009.0
The Beatles: Rock Band    Read the review,X360,MTV Games,Misc,1.31,0.97,0.23,0.0,9.0,09  Sep 09,2009.0
Wii Play: Motion    Read the review,Wii,Nintendo,Misc,0.92,0.23,0.43,0.18,5.7,13  Jun 11,2011.0
BUZZ! Quiz World    Read the review,PS3,Sony Computer Entertainment,Misc,0.92,0.16,0.58,0.0,8.9,10  Nov 09,2009.0
Just Dance 2    Read the review,Wii,Ubisoft,Misc,9.45,5.8,2.86,0.01,7.5,12  Oct 10,2010.0
Rock Band    Read the review,X360,MTV Games,Misc,2.47,1.93,0.33,0.0,9.1,20  Nov 07,2007.0
Rock Band 2    Read the review,X360,MTV Games,Misc,2.2,1.78,0.24,0.0,9.3,14  Sep 08,2008.0
Hasbro Family Game Night 2    Read the review,Wii,Electronic Arts,Misc,1.36,0.7,0.52,0.0,5.0,27  Oct 09,2009.0
The Beatles: Rock Band    Read the review,X360,MTV Games,Misc,1.31,0.97,0.23,0.0,9.0,09  Sep 09,2009.0
Wii Play: Motion    Read the review,Wii,Nintendo,Misc,0.92,0.23,0.43,0.18,5.7,13  Jun 11,2011.0
BUZZ! Quiz World    Read the review,PS3,Sony Computer Entertainment,Misc,0.92,0.16,0.58,0.0,8.9,10  Nov 09,2009.0
Tales of Xillia 2    Read the review,PS3,Namco Bandai Games,Misc,0.87,0.22,0.13,0.45,7.5,19  Aug 14,2014.0
Band Hero    Read the review,X360,Activision,Misc,0.79,0.51,0.21,0.0,8.3,03rd Nov 09,2009.0
Band Hero    Read the review,PS3,Activision,Misc,0.76,0.41,0.23,0.0,8.3,03rd Nov 09,2009.0
Ratchet & Clank: Into the Nexus    Read the review,PS3,Sony Computer Entertainment America,Misc,0.69,0.3,0.28,0.0,5.5,12  Nov 13,2013.0
100 Classic Books    Read the review,DS,Nintendo,Misc,0.67,0.12,0.52,0.0,7.2,14  Jun 10,2010.0
Freedom Wars    Read the review,PSV,Sony Computer Entertainment,Misc,0.66,0.15,0.1,0.32,7.4,28  Oct 14,2014.0
Family Feud: 2010 Edition    Read the review,Wii,Ubisoft,Misc,0.62,0.58,0.0,0.0,5.9,29  Sep 09,2009.0
Dynasty Warriors 8    Read the review,PS3,Tecmo Koei,Misc,0.61,0.12,0.11,0.34,6.4,16  Jul 13,2013.0
Guitar Hero: Smash Hits    Read the review,Wii,Activision,Misc,0.58,0.31,0.21,0.0,7.8,16  Jun 09,2009.0
Trivial Pursuit    Read the review,Wii,Electronic Arts,Misc,0.57,0.2,0.3,0.0,6.0,10  Mar 09,2009.0
LEGO Rock Band    Read the review,X360,Warner Bros. Interactive,Misc,0.56,0.4,0.11,0.0,7.2,03rd Nov 09,2009.0
Rock Band Unplugged    Read the review,PSP,MTV Games,Misc,0.5,0.25,0.15,0.0,7.8,09  Jun 09,2009.0
SingStar Queen    Read the review,PS3,Sony Computer Entertainment,Misc,0.44,0.11,0.25,0.0,6.7,04  Aug 09,2009.0
Guitar Hero: Smash Hits    Read the review,X360,Activision,Misc,0.42,0.23,0.15,0.0,7.8,16  Jun 09,2009.0
LEGO Rock Band    Read the review,PS3,Warner Bros. Interactive,Misc,0.42,0.24,0.12,0.0,7.2,03rd Nov 09,2009.0
Guitar Hero On Tour: Modern Hits    Read the review,DS,Activision,Misc,0.37,0.13,0.2,0.0,8.0,09  Jun 09,2009.0
Elite Beat Agents    Read the review,DS,Nintendo,Misc,0.37,0.3,0.03,0.0,9.0,06  Nov 06,2006.0
Guitar Hero: Smash Hits    Read the review,PS3,Activision,Misc,0.35,0.2,0.11,0.0,7.8,16  Jun 09,2009.0
Disney Channel: All Star Party    Read the review,Wii,Disney Interactive Studios,Misc,0.28,0.18,0.08,0.0,5.4,26  Oct 10,2010.0
The Price Is Right 2010 Edition    Read the review,Wii,Ubisoft,Misc,0.24,0.22,0.0,0.0,3.0,22nd Sep 09,2009.0
Disgaea D2    Read the review,PS3,NIS America,Misc,0.22,0.09,0.0,0.1,7.8,08  Oct 13,2013.0
Dynasty Warriors 8: Empires    Read the review,PS4,Tecmo Koei,Misc,0.21,0.07,0.07,0.04,6.8,24  Jan 15,2015.0
Wasteland 2    Read the review,PC,inXile Entertainment,Misc,0.13,0.06,0.06,0.0,8.3,31  Dec 20,2020.0
Dance Paradise    Read the review,X360,THQ,Misc,0.12,0.1,0.01,0.0,4.6,15  Feb 11,2011.0
Pinball Hall of Fame: The Williams Collection    Read the review,3DS,Crave Entertainment,Misc,0.11,0.1,0.0,0.0,6.0,20  Sep 11,2011.0
AquaPazza: AquaPlus Dream Match    Read the review,PS3,Atlus,Misc,0.11,0.05,0.0,0.05,8.0,19  Nov 13,2013.0
BIT.TRIP COMPLETE    Read the review,Wii,Aksys Games,Misc,0.09,0.06,0.02,0.0,8.8,13  Sep 11,2011.0
One Piece: Romance Dawn    Read the review,3DS,Namco Bandai Games,Misc,0.08,0.0,0.0,0.08,4.8,11  Feb 14,2014.0
Super Mario Party    Read the review,NS,Nintendo,Party,4.97,2.12,1.64,0.85,7.0,05  Oct 18,2018.0
Mario Party 9    Read the review,Wii,Nintendo,Party,3.2,1.06,1.15,0.77,5.8,11  Mar 12,2012.0
Mario Party: Island Tour    Read the review,3DS,Nintendo,Party,2.4,0.66,1.04,0.56,6.8,22nd Nov 13,2013.0
Next Hatsune Miku: Project Diva    Read the review,PS3,Sega,Music,0.28,0.08,0.0,0.19,8.1,27  Aug 13,2013.0
Musynx    Read the review,NS,PM Studios,Music,0.01,0.01,0.0,0.0,7.0,19  Jun 18,2018.0
Next Hatsune Miku: Project Diva    Read the review,PS3,Sega,Music,0.28,0.08,0.0,0.19,8.1,27  Aug 13,2013.0
Musynx    Read the review,NS,PM Studios,Music,0.01,0.01,0.0,0.0,7.0,19  Jun 18,2018.0
Super Mario Galaxy    Read the review,Wii,Nintendo,Platform,11.4,6.06,3.38,1.2,9.6,12  Nov 07,2007.0
Super Mario Sunshine    Read the review,GC,Nintendo,Platform,6.31,4.01,1.26,0.87,8.9,25  Aug 02,2002.0
LittleBigPlanet    Read the review,PS3,Sony Computer Entertainment,Platform,5.85,2.8,2.01,0.17,9.2,28  Oct 08,2008.0
Disney Epic Mickey    Read the review,Wii,Disney Interactive Studios,Platform,3.02,2.04,0.63,0.12,7.3,30  Nov 10,2010.0
Kirby Super Star Ultra    Read the review,DS,Nintendo,Platform,2.92,1.55,0.04,1.19,9.0,22nd Sep 08,2008.0
Super Mario All-Stars: Limited Edition    Read the review,Wii,Nintendo,Platform,2.62,1.04,0.52,0.92,5.5,12  Dec 10,2010.0
Spyro Reignited Trilogy    Read the review,PS4,Activision,Platform,2.17,0.75,1.07,0.0,8.0,13  Nov 18,2018.0
Donkey Kong Country Returns 3D    Read the review,3DS,Nintendo,Platform,2.13,0.81,0.75,0.42,8.8,24  May 13,2013.0
Kirby's Epic Yarn    Read the review,Wii,Nintendo,Platform,2.09,1.42,0.09,0.45,9.1,17  Oct 10,2010.0
Kirby Star Allies    Read the review,NS,Nintendo,Platform,1.99,0.75,0.41,0.72,7.0,16  Mar 18,2018.0
Knack    Read the review,PS4,Sony Computer Entertainment,Platform,1.88,0.45,0.77,0.42,4.8,15  Nov 13,2013.0
Sonic Colors    Read the review,Wii,Sega,Platform,1.73,0.95,0.61,0.01,7.2,16  Nov 10,2010.0
Donkey Kong Country: Tropical Freeze    Read the review,NS,Nintendo,Platform,1.69,0.71,0.61,0.26,7.0,04  May 18,2018.0
Yoshi's New Island    Read the review,3DS,Nintendo,Platform,1.66,0.51,0.74,0.29,6.8,14  Mar 14,2014.0
Mirror's Edge    Read the review,X360,Electronic Arts,Platform,1.16,0.51,0.51,0.01,8.3,11  Nov 08,2008.0
Ratchet & Clank: All 4 One    Read the review,PS3,Sony Computer Entertainment,Platform,1.15,0.75,0.22,0.05,7.5,18  Oct 11,2011.0
Mirror's Edge    Read the review,PS3,Electronic Arts,Platform,1.13,0.31,0.59,0.02,8.3,11  Nov 08,2008.0
Super Mario Galaxy    Read the review,Wii,Nintendo,Platform,11.4,6.06,3.38,1.2,9.6,12  Nov 07,2007.0
Super Mario Sunshine    Read the review,GC,Nintendo,Platform,6.31,4.01,1.26,0.87,8.9,25  Aug 02,2002.0
LittleBigPlanet    Read the review,PS3,Sony Computer Entertainment,Platform,5.85,2.8,2.01,0.17,9.2,28  Oct 08,2008.0
Disney Epic Mickey    Read the review,Wii,Disney Interactive Studios,Platform,3.02,2.04,0.63,0.12,7.3,30  Nov 10,2010.0
Kirby Super Star Ultra    Read the review,DS,Nintendo,Platform,2.92,1.55,0.04,1.19,9.0,22nd Sep 08,2008.0
Super Mario All-Stars: Limited Edition    Read the review,Wii,Nintendo,Platform,2.62,1.04,0.52,0.92,5.5,12  Dec 10,2010.0
Spyro Reignited Trilogy    Read the review,PS4,Activision,Platform,2.17,0.75,1.07,0.0,8.0,13  Nov 18,2018.0
Donkey Kong Country Returns 3D    Read the review,3DS,Nintendo,Platform,2.13,0.81,0.75,0.42,8.8,24  May 13,2013.0
Kirby's Epic Yarn    Read the review,Wii,Nintendo,Platform,2.09,1.42,0.09,0.45,9.1,17  Oct 10,2010.0
Kirby Star Allies    Read the review,NS,Nintendo,Platform,1.99,0.75,0.41,0.72,7.0,16  Mar 18,2018.0
Knack    Read the review,PS4,Sony Computer Entertainment,Platform,1.88,0.45,0.77,0.42,4.8,15  Nov 13,2013.0
Sonic Colors    Read the review,Wii,Sega,Platform,1.73,0.95,0.61,0.01,7.2,16  Nov 10,2010.0
Donkey Kong Country: Tropical Freeze    Read the review,NS,Nintendo,Platform,1.69,0.71,0.61,0.26,7.0,04  May 18,2018.0
Yoshi's New Island    Read the review,3DS,Nintendo,Platform,1.66,0.51,0.74,0.29,6.8,14  Mar 14,2014.0
Mirror's Edge    Read the review,X360,Electronic Arts,Platform,1.16,0.51,0.51,0.01,8.3,11  Nov 08,2008.0
Ratchet & Clank: All 4 One    Read the review,PS3,Sony Computer Entertainment,Platform,1.15,0.75,0.22,0.05,7.5,18  Oct 11,2011.0
Mirror's Edge    Read the review,PS3,Electronic Arts,Platform,1.13,0.31,0.59,0.02,8.3,11  Nov 08,2008.0
Rayman Origins    Read the review,PS3,Ubisoft,Platform,1.0,0.33,0.5,0.01,9.1,15  Nov 11,2011.0
The Legendary Starfy    Read the review,DS,Nintendo,Platform,0.85,0.6,0.0,0.2,7.2,08  Jun 09,2009.0
Patapon    Read the review,PSP,Sony Computer Entertainment,Platform,0.82,0.33,0.25,0.07,8.5,26  Feb 08,2008.0
Tearaway    Read the review,PSV,Sony Computer Entertainment America,Platform,0.65,0.1,0.41,0.0,8.6,22nd Nov 13,2013.0
Sly Cooper: Thieves in Time    Read the review,PS3,Sony Computer Entertainment,Platform,0.58,0.35,0.13,0.0,8.0,05  Feb 13,2013.0
LocoRoco    Read the review,PSP,Sony Computer Entertainment,Platform,0.39,0.14,0.05,0.16,8.0,05  Sep 06,2006.0
Sonic Lost World    Read the review,WiiU,Sega,Platform,0.37,0.2,0.13,0.01,5.7,29  Oct 13,2013.0
Little Deviants    Read the review,PSV,Sony Computer Entertainment,Platform,0.32,0.14,0.13,0.0,6.7,15  Feb 12,2012.0
Ice Age: Dawn of the Dinosaurs    Read the review,Wii,Activision,Platform,0.28,0.11,0.14,0.0,6.9,30  Jun 09,2009.0
Puppeteer    Read the review,PS3,Sony Computer Entertainment America,Platform,0.27,0.11,0.09,0.02,8.7,10  Sep 13,2013.0
Disney Epic Mickey 2: The Power of Two    Read the review,WiiU,Disney Interactive Studios,Platform,0.24,0.13,0.08,0.01,3.7,18  Nov 12,2012.0
Shinobi    Read the review,3DS,Sega,Platform,0.23,0.14,0.07,0.0,6.5,15  Nov 11,2011.0
de Blob 2    Read the review,PS3,THQ,Platform,0.21,0.11,0.07,0.0,7.2,22nd Feb 11,2011.0
Ice Age: Dawn of the Dinosaurs    Read the review,PS3,Activision,Platform,0.19,0.13,0.04,0.0,6.9,30  Jun 09,2009.0
Ice Age: Dawn of the Dinosaurs    Read the review,PS2,Activision,Platform,0.17,0.08,0.07,0.0,6.9,30  Jun 09,2009.0
Klonoa    Read the review,Wii,Namco Bandai,Platform,0.16,0.1,0.02,0.03,7.2,05  May 09,2009.0
Crush3D    Read the review,3DS,Sega,Platform,0.15,0.1,0.04,0.0,6.6,06  Mar 12,2012.0
Shantae: Half-Genie Hero    Read the review,NS,Xseed Games,Platform,0.12,0.09,0.01,0.01,7.0,08  May 18,2018.0
Death Jr.: Root of Evil    Read the review,Wii,Eidos Interactive,Platform,0.11,0.1,0.0,0.0,7.5,27  May 08,2008.0
